year,week,home_team,away_team,winner
2015,1,Arizona Cardinals,New Orleans Saints,Cardinals
2015,1,Denver Broncos,Baltimore Ravens,Broncos
2015,1,Tampa Bay Buccaneers,Tennessee Titans,Titans
2015,1,Oakland Raiders,Cincinnati Bengals,Bengals
2015,1,Dallas Cowboys,New York Giants,Cowboys
2015,1,Atlanta Falcons,Philadelphia Eagles,Falcons
2015,1,San Francisco 49ers,Minnesota Vikings,49ers
2015,2,Kansas City Chiefs,Denver Broncos,Broncos
2015,2,Chicago Bears,Arizona Cardinals,Cardinals
2015,2,Cleveland Browns,Tennessee Titans,Browns
2015,2,New York Giants,Atlanta Falcons,Falcons
2015,2,Carolina Panthers,Houston Texans,Panthers
2015,2,New Orleans Saints,Tampa Bay Buccaneers,Bucaneers
2015,2,Pittsburgh Steelers,San Francisco 49ers,Steelers
2015,2,Buffalo Bills,New England Patriots,Patriots
2015,2,Minnesota Vikings,Detroit Lions,Vikings
2015,2,Cincinnati Bengals,San Diego Chargers,Bengals
2015,2,Washington Redskins,St. Louis Rams,Redskins
2015,2,Jacksonville Jaguars,Miami Dolphins,Jaguars
2015,2,Oakland Raiders,Baltimore Ravens,Raiders
2015,2,Philadelphia Eagles,Dallas Cowboys,Cowboys
2015,2,Green Bay Packers,Seattle Seahawks,Packers
2015,2,Indianapolis Colts,New York Jets,Jets
2015,3,New York Giants,Washington Redskins,Giants
2015,3,St. Louis Rams,Pittsburgh Steelers,Steelers
2015,3,Cleveland Browns,Oakland Raiders,Raiders
2015,3,Minnesota Vikings,San Diego Chargers,Vikings
2015,3,Baltimore Ravens,Cincinnati Bengals,Bengals
2015,3,Tennessee Titans,Indianapolis Colts,Colts
2015,3,New York Jets,Philadelphia Eagles,Eagles
2015,3,Houston Texans,Tampa Bay Buccaneers,Texans
2015,3,Dallas Cowboys,Atlanta Falcons,Falcons
2015,3,Carolina Panthers,New Orleans Saints,Panthers
2015,3,New England Patriots,Jacksonville Jaguars,Patriots
2015,3,Arizona Cardinals,San Francisco 49ers,Cardinals
2015,3,Miami Dolphins,Buffalo Bills,Bills
2015,3,Seattle Seahawks,Chicago Bears,Seahawks
2015,3,Detroit Lions,Denver Broncos,Broncos
2015,3,Green Bay Packers,Kansas City Chiefs,Packers
2015,4,Pittsburgh Steelers,Baltimore Ravens,Ravens
2015,4,Miami Dolphins,New York Jets,Jets
2015,4,Indianapolis Colts,Jacksonville Jaguars,Colts
2015,4,Buffalo Bills,New York Giants,Giants
2015,4,Chicago Bears,Oakland Raiders,Bears
2015,4,Atlanta Falcons,Houston Texans,Falcons
2015,4,Cincinnati Bengals,Kansas City Chiefs,Bengals
2015,4,Washington Redskins,Philadelphia Eagles,Redskins
2015,4,Tampa Bay Buccaneers,Carolina Panthers,Panthers
2015,4,San Diego Chargers,Cleveland Browns,Chargers
2015,4,Arizona Cardinals,St. Louis Rams,Rams
2015,4,Denver Broncos,Minnesota Vikings,Broncos
2015,4,San Francisco 49ers,Green Bay Packers,Packers
2015,4,New Orleans Saints,Dallas Cowboys,Saints
2015,4,Seattle Seahawks,Detroit Lions,Seahawks
2015,5,Houston Texans,Indianapolis Colts,Colts
2015,5,Baltimore Ravens,Cleveland Browns,Browns
2015,5,Kansas City Chiefs,Chicago Bears,Bears
2015,5,Atlanta Falcons,Washington Redskins,Falcons
2015,5,Green Bay Packers,St. Louis Rams,Packers
2015,5,Tampa Bay Buccaneers,Jacksonville Jaguars,Bucaneers
2015,5,Cincinnati Bengals,Seattle Seahawks,Bengals
2015,5,Tennessee Titans,Buffalo Bills,Bills
2015,5,Philadelphia Eagles,New Orleans Saints,Eagles
2015,5,Detroit Lions,Arizona Cardinals,Cardinals
2015,5,Oakland Raiders,Denver Broncos,Broncos
2015,5,Dallas Cowboys,New England Patriots,Patriots
2015,5,New York Giants,San Francisco 49ers,Giants
2015,5,San Diego Chargers,Pittsburgh Steelers,Steelers
2015,6,New Orleans Saints,Atlanta Falcons,Saints
2015,6,New York Jets,Washington Redskins,Jets
2015,6,Buffalo Bills,Cincinnati Bengals,Bengals
2015,6,Cleveland Browns,Denver Broncos,Broncos
2015,6,Detroit Lions,Chicago Bears,Lions
2015,6,Jacksonville Jaguars,Houston Texans,Texans
2015,6,Minnesota Vikings,Kansas City Chiefs,Vikings
2015,6,Tennessee Titans,Miami Dolphins,Dolphins
2015,6,Pittsburgh Steelers,Arizona Cardinals,Steelers
2015,6,Seattle Seahawks,Carolina Panthers,Panthers
2015,6,Green Bay Packers,San Diego Chargers,Packers
2015,6,San Francisco 49ers,Baltimore Ravens,49ers
2015,6,Indianapolis Colts,New England Patriots,Patriots
2015,6,Philadelphia Eagles,New York Giants,Eagles
2015,7,San Francisco 49ers,Seattle Seahawks,Seahawks
2015,7,Jacksonville Jaguars,Buffalo Bills,Jaguars
2015,7,St. Louis Rams,Cleveland Browns,Rams
2015,7,New England Patriots,New York Jets,Patriots
2015,7,Miami Dolphins,Houston Texans,Dolphins
2015,7,Tennessee Titans,Atlanta Falcons,Falcons
2015,7,Detroit Lions,Minnesota Vikings,Vikings
2015,7,Indianapolis Colts,New Orleans Saints,Saints
2015,7,Kansas City Chiefs,Pittsburgh Steelers,Chiefs
2015,7,Washington Redskins,Tampa Bay Buccaneers,Redskins
2015,7,San Diego Chargers,Oakland Raiders,Raiders
2015,7,New York Giants,Dallas Cowboys,Giants
2015,7,Carolina Panthers,Philadelphia Eagles,Panthers
2015,7,Arizona Cardinals,Baltimore Ravens,Cardinals
2015,8,New England Patriots,Miami Dolphins,Patriots
2015,8,Kansas City Chiefs,Detroit Lions,Chiefs
2015,8,St. Louis Rams,San Francisco 49ers,Rams
2015,8,Chicago Bears,Minnesota Vikings,Vikings
2015,8,Pittsburgh Steelers,Cincinnati Bengals,Bengals
2015,8,Houston Texans,Tennessee Titans,Texans
2015,8,Atlanta Falcons,Tampa Bay Buccaneers,Bucaneers
2015,8,New Orleans Saints,New York Giants,Saints
2015,8,Baltimore Ravens,San Diego Chargers,Ravens
2015,8,Cleveland Browns,Arizona Cardinals,Cardinals
2015,8,Oakland Raiders,New York Jets,Raiders
2015,8,Dallas Cowboys,Seattle Seahawks,Seahawks
2015,8,Denver Broncos,Green Bay Packers,Broncos
2015,8,Carolina Panthers,Indianapolis Colts,Panthers
2015,9,Cincinnati Bengals,Cleveland Browns,Bengals
2015,9,Minnesota Vikings,St. Louis Rams,Vikings
2015,9,Buffalo Bills,Miami Dolphins,Bills
2015,9,New England Patriots,Washington Redskins,Patriots
2015,9,New York Jets,Jacksonville Jaguars,Jets
2015,9,New Orleans Saints,Tennessee Titans,Titans
2015,9,Pittsburgh Steelers,Oakland Raiders,Steelers
2015,9,Carolina Panthers,Green Bay Packers,Panthers
2015,9,Tampa Bay Buccaneers,New York Giants,Giants
2015,9,San Francisco 49ers,Atlanta Falcons,49ers
2015,9,Indianapolis Colts,Denver Broncos,Colts
2015,9,Dallas Cowboys,Philadelphia Eagles,Eagles
2015,9,San Diego Chargers,Chicago Bears,Bears
2015,10,New York Jets,Buffalo Bills,Bills
2015,10,St. Louis Rams,Chicago Bears,Bears
2015,10,Tennessee Titans,Carolina Panthers,Panthers
2015,10,Green Bay Packers,Detroit Lions,Lions
2015,10,Pittsburgh Steelers,Cleveland Browns,Steelers
2015,10,Baltimore Ravens,Jacksonville Jaguars,Jaguars
2015,10,Tampa Bay Buccaneers,Dallas Cowboys,Bucaneers
2015,10,Philadelphia Eagles,Miami Dolphins,Dolphins
2015,10,Washington Redskins,New Orleans Saints,Redskins
2015,10,Oakland Raiders,Minnesota Vikings,Vikings
2015,10,Denver Broncos,Kansas City Chiefs,Chiefs
2015,10,New York Giants,New England Patriots,Patriots
2015,10,Seattle Seahawks,Arizona Cardinals,Cardinals
2015,10,Cincinnati Bengals,Houston Texans,Texans
2015,11,Jacksonville Jaguars,Tennessee Titans,Jaguars
2015,11,Philadelphia Eagles,Tampa Bay Buccaneers,Bucaneers
2015,11,Baltimore Ravens,St. Louis Rams,Ravens
2015,11,Chicago Bears,Denver Broncos,Broncos
2015,11,Atlanta Falcons,Indianapolis Colts,Colts
2015,11,Carolina Panthers,Washington Redskins,Panthers
2015,11,Detroit Lions,Oakland Raiders,Lions
2015,11,Houston Texans,New York Jets,Texans
2015,11,Miami Dolphins,Dallas Cowboys,Cowboys
2015,11,San Diego Chargers,Kansas City Chiefs,Chiefs
2015,11,Minnesota Vikings,Green Bay Packers,Packers
2015,11,Seattle Seahawks,San Francisco 49ers,Seahawks
2015,11,Arizona Cardinals,Cincinnati Bengals,Cardinals
2015,11,New England Patriots,Buffalo Bills,Patriots
2015,12,Detroit Lions,Philadelphia Eagles,Lions
2015,12,Dallas Cowboys,Carolina Panthers,Panthers
2015,12,Green Bay Packers,Chicago Bears,Bears
2015,12,New York Jets,Miami Dolphins,Jets
2015,12,Tennessee Titans,Oakland Raiders,Raiders
2015,12,Houston Texans,New Orleans Saints,Texans
2015,12,Indianapolis Colts,Tampa Bay Buccaneers,Colts
2015,12,Atlanta Falcons,Minnesota Vikings,Vikings
2015,12,Cincinnati Bengals,St. Louis Rams,Bengals
2015,12,Washington Redskins,New York Giants,Redskins
2015,12,Kansas City Chiefs,Buffalo Bills,Chiefs
2015,12,Jacksonville Jaguars,San Diego Chargers,Chargers
2015,12,San Francisco 49ers,Arizona Cardinals,Cardinals
2015,12,Seattle Seahawks,Pittsburgh Steelers,Seahawks
2015,12,Denver Broncos,New England Patriots,Broncos
2015,12,Cleveland Browns,Baltimore Ravens,Ravens
2015,13,Detroit Lions,Green Bay Packers,Packers
2015,13,St. Louis Rams,Arizona Cardinals,Cardinals
2015,13,Tennessee Titans,Jacksonville Jaguars,Titans
2015,13,Chicago Bears,San Francisco 49ers,49ers
2015,13,Buffalo Bills,Houston Texans,Bills
2015,13,Minnesota Vikings,Seattle Seahawks,Seahawks
2015,13,Tampa Bay Buccaneers,Atlanta Falcons,Bucaneers
2015,13,Cleveland Browns,Cincinnati Bengals,Bengals
2015,13,Miami Dolphins,Baltimore Ravens,Dolphins
2015,13,New York Giants,New York Jets,Jets
2015,13,San Diego Chargers,Denver Broncos,Broncos
2015,13,Oakland Raiders,Kansas City Chiefs,Chiefs
2015,13,New Orleans Saints,Carolina Panthers,Panthers
2015,13,New England Patriots,Philadelphia Eagles,Eagles
2015,13,Pittsburgh Steelers,Indianapolis Colts,Steelers
2015,13,Washington Redskins,Dallas Cowboys,Cowboys
2015,14,Arizona Cardinals,Minnesota Vikings,Cardinals
2015,14,Philadelphia Eagles,Buffalo Bills,Eagles
2015,14,Tampa Bay Buccaneers,New Orleans Saints,Saints
2015,14,New York Jets,Tennessee Titans,Jets
2015,14,Baltimore Ravens,Seattle Seahawks,Seahawks
2015,14,Chicago Bears,Washington Redskins,Redskins
2015,14,Jacksonville Jaguars,Indianapolis Colts,Jaguars
2015,14,Cincinnati Bengals,Pittsburgh Steelers,Steelers
2015,14,St. Louis Rams,Detroit Lions,Rams
2015,14,Cleveland Browns,San Francisco 49ers,Browns
2015,14,Carolina Panthers,Atlanta Falcons,Panthers
2015,14,Kansas City Chiefs,San Diego Chargers,Chiefs
2015,14,Denver Broncos,Oakland Raiders,Raiders
2015,14,Green Bay Packers,Dallas Cowboys,Packers
2015,14,Houston Texans,New England Patriots,Patriots
2015,14,Miami Dolphins,New York Giants,Giants
2015,15,St. Louis Rams,Tampa Bay Buccaneers,Rams
2015,15,Dallas Cowboys,New York Jets,Jets
2015,15,New York Giants,Carolina Panthers,Panthers
2015,15,Minnesota Vikings,Chicago Bears,Vikings
2015,15,Indianapolis Colts,Houston Texans,Texans
2015,15,New England Patriots,Tennessee Titans,Patriots
2015,15,Jacksonville Jaguars,Atlanta Falcons,Falcons
2015,15,Baltimore Ravens,Kansas City Chiefs,Chiefs
2015,15,Washington Redskins,Buffalo Bills,Redskins
2015,15,Oakland Raiders,Green Bay Packers,Packers
2015,15,Seattle Seahawks,Cleveland Browns,Seahawks
2015,15,San Diego Chargers,Miami Dolphins,Chargers
2015,15,San Francisco 49ers,Cincinnati Bengals,Bengals
2015,15,Pittsburgh Steelers,Denver Broncos,Steelers
2015,15,Philadelphia Eagles,Arizona Cardinals,Cardinals
2015,15,New Orleans Saints,Detroit Lions,Lions
2015,16,Oakland Raiders,San Diego Chargers,Raiders
2015,16,Philadelphia Eagles,Washington Redskins,Redskins
2015,16,Atlanta Falcons,Carolina Panthers,Falcons
2015,16,Tennessee Titans,Houston Texans,Texans
2015,16,Baltimore Ravens,Pittsburgh Steelers,Ravens
2015,16,Buffalo Bills,Dallas Cowboys,Bills
2015,16,Miami Dolphins,Indianapolis Colts,Colts
2015,16,New York Jets,New England Patriots,Jets
2015,16,Detroit Lions,San Francisco 49ers,Lions
2015,16,Kansas City Chiefs,Cleveland Browns,Chiefs
2015,16,Tampa Bay Buccaneers,Chicago Bears,Bears
2015,16,New Orleans Saints,Jacksonville Jaguars,Saints
2015,16,Arizona Cardinals,Green Bay Packers,Cardinals
2015,16,Seattle Seahawks,St. Louis Rams,Rams
2015,16,Minnesota Vikings,New York Giants,Vikings
2015,16,Denver Broncos,Cincinnati Bengals,Broncos
2015,17,Chicago Bears,Detroit Lions,Lions
2015,17,Indianapolis Colts,Tennessee Titans,Colts
2015,17,Cincinnati Bengals,Baltimore Ravens,Bengals
2015,17,Atlanta Falcons,New Orleans Saints,Saints
2015,17,Miami Dolphins,New England Patriots,Dolphins
2015,17,Houston Texans,Jacksonville Jaguars,Texans
2015,17,Cleveland Browns,Pittsburgh Steelers,Steelers
2015,17,Buffalo Bills,New York Jets,Bills
2015,17,Dallas Cowboys,Washington Redskins,Redskins
2015,17,New York Giants,Philadelphia Eagles,Eagles
2015,17,Denver Broncos,San Diego Chargers,Broncos
2015,17,San Francisco 49ers,St. Louis Rams,49ers
2015,17,Carolina Panthers,Tampa Bay Buccaneers,Panthers
2015,17,Arizona Cardinals,Seattle Seahawks,Seahawks
2015,17,Kansas City Chiefs,Oakland Raiders,Chiefs
2015,17,Green Bay Packers,Minnesota Vikings,Vikings
2015,WildCard,Houston Texans,Kansas City Chiefs,Chiefs
2015,WildCard,Cincinnati Bengals,Pittsburgh Steelers,Steelers
2015,WildCard,Minnesota Vikings,Seattle Seahawks,Seahawks
2015,WildCard,Washington Redskins,Green Bay Packers,Packers
2015,Division,New England Patriots,Kansas City Chiefs,Patriots
2015,Division,Arizona Cardinals,Green Bay Packers,Cardinals
2015,Division,Carolina Panthers,Seattle Seahawks,Panthers
2015,Division,Denver Broncos,Pittsburgh Steelers,Broncos
2015,ConfChamp,Denver Broncos,New England Patriots,Broncos
2015,ConfChamp,Carolina Panthers,Arizona Cardinals,Panthers
2015,SuperBowl,Denver Broncos,Carolina Panthers,Broncos
2016,1,Denver Broncos,Carolina Panthers,Broncos
2016,1,Jacksonville Jaguars,Green Bay Packers,Packers
2016,1,Baltimore Ravens,Buffalo Bills,Ravens
2016,1,Kansas City Chiefs,San Diego Chargers,Chiefs
2016,1,Atlanta Falcons,Tampa Bay Buccaneers,Bucaneers
2016,1,Tennessee Titans,Minnesota Vikings,Vikings
2016,1,New Orleans Saints,Oakland Raiders,Raiders
2016,1,New York Jets,Cincinnati Bengals,Bengals
2016,1,Philadelphia Eagles,Cleveland Browns,Eagles
2016,1,Houston Texans,Chicago Bears,Texans
2016,1,Seattle Seahawks,Miami Dolphins,Seahawks
2016,1,Dallas Cowboys,New York Giants,Giants
2016,1,Indianapolis Colts,Detroit Lions,Lions
2016,1,Arizona Cardinals,New England Patriots,Patriots
2016,1,Washington Redskins,Pittsburgh Steelers,Steelers
2016,1,San Francisco 49ers,Los Angeles Rams,49ers
2016,2,Buffalo Bills,New York Jets,Jets
2016,2,New England Patriots,Miami Dolphins,Patriots
2016,2,Detroit Lions,Tennessee Titans,Titans
2016,2,Pittsburgh Steelers,Cincinnati Bengals,Steelers
2016,2,Cleveland Browns,Baltimore Ravens,Ravens
2016,2,Houston Texans,Kansas City Chiefs,Texans
2016,2,Carolina Panthers,San Francisco 49ers,Panthers
2016,2,Washington Redskins,Dallas Cowboys,Cowboys
2016,2,New York Giants,New Orleans Saints,Giants
2016,2,Arizona Cardinals,Tampa Bay Buccaneers,Cardinals
2016,2,Los Angeles Rams,Seattle Seahawks,Rams
2016,2,San Diego Chargers,Jacksonville Jaguars,Chargers
2016,2,Oakland Raiders,Atlanta Falcons,Falcons
2016,2,Denver Broncos,Indianapolis Colts,Broncos
2016,2,Minnesota Vikings,Green Bay Packers,Vikings
2016,2,Chicago Bears,Philadelphia Eagles,Eagles
2016,3,New England Patriots,Houston Texans,Patriots
2016,3,Buffalo Bills,Arizona Cardinals,Bills
2016,3,Miami Dolphins,Cleveland Browns,Dolphins
2016,3,Tennessee Titans,Oakland Raiders,Raiders
2016,3,Jacksonville Jaguars,Baltimore Ravens,Ravens
2016,3,Carolina Panthers,Minnesota Vikings,Vikings
2016,3,Green Bay Packers,Detroit Lions,Packers
2016,3,New York Giants,Washington Redskins,Redskins
2016,3,Cincinnati Bengals,Denver Broncos,Broncos
2016,3,Seattle Seahawks,San Francisco 49ers,Seahawks
2016,3,Tampa Bay Buccaneers,Los Angeles Rams,Rams
2016,3,Philadelphia Eagles,Pittsburgh Steelers,Eagles
2016,3,Indianapolis Colts,San Diego Chargers,Colts
2016,3,Kansas City Chiefs,New York Jets,Chiefs
2016,3,Dallas Cowboys,Chicago Bears,Cowboys
2016,3,New Orleans Saints,Atlanta Falcons,Falcons
2016,4,Cincinnati Bengals,Miami Dolphins,Bengals
2016,4,Jacksonville Jaguars,Indianapolis Colts,Jaguars
2016,4,Chicago Bears,Detroit Lions,Bears
2016,4,Baltimore Ravens,Oakland Raiders,Raiders
2016,4,New England Patriots,Buffalo Bills,Bills
2016,4,Houston Texans,Tennessee Titans,Texans
2016,4,New York Jets,Seattle Seahawks,Seahawks
2016,4,Atlanta Falcons,Carolina Panthers,Falcons
2016,4,Washington Redskins,Cleveland Browns,Redskins
2016,4,Tampa Bay Buccaneers,Denver Broncos,Broncos
2016,4,Arizona Cardinals,Los Angeles Rams,Rams
2016,4,San Francisco 49ers,Dallas Cowboys,Cowboys
2016,4,San Diego Chargers,New Orleans Saints,Saints
2016,4,Pittsburgh Steelers,Kansas City Chiefs,Steelers
2016,4,Minnesota Vikings,New York Giants,Vikings
2016,5,San Francisco 49ers,Arizona Cardinals,Cardinals
2016,5,Indianapolis Colts,Chicago Bears,Colts
2016,5,Detroit Lions,Philadelphia Eagles,Lions
2016,5,Pittsburgh Steelers,New York Jets,Steelers
2016,5,Miami Dolphins,Tennessee Titans,Titans
2016,5,Cleveland Browns,New England Patriots,Patriots
2016,5,Baltimore Ravens,Washington Redskins,Redskins
2016,5,Minnesota Vikings,Houston Texans,Vikings
2016,5,Denver Broncos,Atlanta Falcons,Falcons
2016,5,Oakland Raiders,San Diego Chargers,Raiders
2016,5,Dallas Cowboys,Cincinnati Bengals,Cowboys
2016,5,Los Angeles Rams,Buffalo Bills,Bills
2016,5,Green Bay Packers,New York Giants,Packers
2016,5,Carolina Panthers,Tampa Bay Buccaneers,Bucaneers
2016,6,San Diego Chargers,Denver Broncos,Chargers
2016,6,Tennessee Titans,Cleveland Browns,Titans
2016,6,New York Giants,Baltimore Ravens,Giants
2016,6,Chicago Bears,Jacksonville Jaguars,Jaguars
2016,6,Detroit Lions,Los Angeles Rams,Lions
2016,6,Miami Dolphins,Pittsburgh Steelers,Dolphins
2016,6,New England Patriots,Cincinnati Bengals,Patriots
2016,6,Buffalo Bills,San Francisco 49ers,Bills
2016,6,Washington Redskins,Philadelphia Eagles,Redskins
2016,6,New Orleans Saints,Carolina Panthers,Saints
2016,6,Oakland Raiders,Kansas City Chiefs,Chiefs
2016,6,Green Bay Packers,Dallas Cowboys,Cowboys
2016,6,Seattle Seahawks,Atlanta Falcons,Seahawks
2016,6,Houston Texans,Indianapolis Colts,Texans
2016,6,Arizona Cardinals,New York Jets,Cardinals
2016,7,Green Bay Packers,Chicago Bears,Packers
2016,7,Los Angeles Rams,New York Giants,Giants
2016,7,Jacksonville Jaguars,Oakland Raiders,Raiders
2016,7,Philadelphia Eagles,Minnesota Vikings,Eagles
2016,7,Cincinnati Bengals,Cleveland Browns,Bengals
2016,7,Miami Dolphins,Buffalo Bills,Dolphins
2016,7,Detroit Lions,Washington Redskins,Lions
2016,7,Tennessee Titans,Indianapolis Colts,Colts
2016,7,Kansas City Chiefs,New Orleans Saints,Chiefs
2016,7,New York Jets,Baltimore Ravens,Jets
2016,7,Atlanta Falcons,San Diego Chargers,Chargers
2016,7,San Francisco 49ers,Tampa Bay Buccaneers,Bucaneers
2016,7,Pittsburgh Steelers,New England Patriots,Patriots
2016,7,Arizona Cardinals,Seattle Seahawks,Seahawks
2016,7,Denver Broncos,Houston Texans,Broncos
2016,8,Tennessee Titans,Jacksonville Jaguars,Titans
2016,8,Cincinnati Bengals,Washington Redskins,Redskins
2016,8,Carolina Panthers,Arizona Cardinals,Panthers
2016,8,Cleveland Browns,New York Jets,Jets
2016,8,Buffalo Bills,New England Patriots,Patriots
2016,8,Tampa Bay Buccaneers,Oakland Raiders,Raiders
2016,8,Indianapolis Colts,Kansas City Chiefs,Chiefs
2016,8,New Orleans Saints,Seattle Seahawks,Saints
2016,8,Houston Texans,Detroit Lions,Texans
2016,8,Denver Broncos,San Diego Chargers,Broncos
2016,8,Atlanta Falcons,Green Bay Packers,Falcons
2016,8,Dallas Cowboys,Philadelphia Eagles,Cowboys
2016,8,Chicago Bears,Minnesota Vikings,Bears
2016,9,Tampa Bay Buccaneers,Atlanta Falcons,Falcons
2016,9,Kansas City Chiefs,Jacksonville Jaguars,Chiefs
2016,9,Baltimore Ravens,Pittsburgh Steelers,Ravens
2016,9,New York Giants,Philadelphia Eagles,Giants
2016,9,Miami Dolphins,New York Jets,Dolphins
2016,9,Minnesota Vikings,Detroit Lions,Lions
2016,9,Cleveland Browns,Dallas Cowboys,Cowboys
2016,9,San Francisco 49ers,New Orleans Saints,Saints
2016,9,Los Angeles Rams,Carolina Panthers,Panthers
2016,9,Green Bay Packers,Indianapolis Colts,Colts
2016,9,San Diego Chargers,Tennessee Titans,Chargers
2016,9,Oakland Raiders,Denver Broncos,Raiders
2016,9,Seattle Seahawks,Buffalo Bills,Seahawks
2016,10,Baltimore Ravens,Cleveland Browns,Ravens
2016,10,Washington Redskins,Minnesota Vikings,Redskins
2016,10,Jacksonville Jaguars,Houston Texans,Texans
2016,10,Tampa Bay Buccaneers,Chicago Bears,Bucaneers
2016,10,Carolina Panthers,Kansas City Chiefs,Chiefs
2016,10,Tennessee Titans,Green Bay Packers,Titans
2016,10,New Orleans Saints,Denver Broncos,Broncos
2016,10,New York Jets,Los Angeles Rams,Rams
2016,10,Philadelphia Eagles,Atlanta Falcons,Eagles
2016,10,San Diego Chargers,Miami Dolphins,Dolphins
2016,10,Arizona Cardinals,San Francisco 49ers,Cardinals
2016,10,Pittsburgh Steelers,Dallas Cowboys,Cowboys
2016,10,New England Patriots,Seattle Seahawks,Seahawks
2016,10,New York Giants,Cincinnati Bengals,Giants
2016,11,Carolina Panthers,New Orleans Saints,Panthers
2016,11,Cincinnati Bengals,Buffalo Bills,Bills
2016,11,Kansas City Chiefs,Tampa Bay Buccaneers,Bucaneers
2016,11,New York Giants,Chicago Bears,Giants
2016,11,Detroit Lions,Jacksonville Jaguars,Lions
2016,11,Minnesota Vikings,Arizona Cardinals,Vikings
2016,11,Indianapolis Colts,Tennessee Titans,Colts
2016,11,Dallas Cowboys,Baltimore Ravens,Cowboys
2016,11,Cleveland Browns,Pittsburgh Steelers,Steelers
2016,11,Los Angeles Rams,Miami Dolphins,Dolphins
2016,11,San Francisco 49ers,New England Patriots,Patriots
2016,11,Seattle Seahawks,Philadelphia Eagles,Seahawks
2016,11,Washington Redskins,Green Bay Packers,Redskins
2016,11,Oakland Raiders,Houston Texans,Raiders
2016,12,Detroit Lions,Minnesota Vikings,Lions
2016,12,Dallas Cowboys,Washington Redskins,Cowboys
2016,12,Indianapolis Colts,Pittsburgh Steelers,Steelers
2016,12,Buffalo Bills,Jacksonville Jaguars,Bills
2016,12,Houston Texans,San Diego Chargers,Chargers
2016,12,Chicago Bears,Tennessee Titans,Titans
2016,12,New Orleans Saints,Los Angeles Rams,Saints
2016,12,Miami Dolphins,San Francisco 49ers,Dolphins
2016,12,Atlanta Falcons,Arizona Cardinals,Falcons
2016,12,Baltimore Ravens,Cincinnati Bengals,Ravens
2016,12,Cleveland Browns,New York Giants,Giants
2016,12,Tampa Bay Buccaneers,Seattle Seahawks,Bucaneers
2016,12,New York Jets,New England Patriots,Patriots
2016,12,Oakland Raiders,Carolina Panthers,Raiders
2016,12,Denver Broncos,Kansas City Chiefs,Chiefs
2016,12,Philadelphia Eagles,Green Bay Packers,Packers
2016,13,Minnesota Vikings,Dallas Cowboys,Cowboys
2016,13,New Orleans Saints,Detroit Lions,Lions
2016,13,Chicago Bears,San Francisco 49ers,Bears
2016,13,Baltimore Ravens,Miami Dolphins,Ravens
2016,13,Jacksonville Jaguars,Denver Broncos,Broncos
2016,13,Atlanta Falcons,Kansas City Chiefs,Chiefs
2016,13,Cincinnati Bengals,Philadelphia Eagles,Bengals
2016,13,New England Patriots,Los Angeles Rams,Patriots
2016,13,Green Bay Packers,Houston Texans,Packers
2016,13,Oakland Raiders,Buffalo Bills,Raiders
2016,13,Arizona Cardinals,Washington Redskins,Cardinals
2016,13,San Diego Chargers,Tampa Bay Buccaneers,Bucaneers
2016,13,Pittsburgh Steelers,New York Giants,Steelers
2016,13,Seattle Seahawks,Carolina Panthers,Seahawks
2016,13,New York Jets,Indianapolis Colts,Colts
2016,14,Kansas City Chiefs,Oakland Raiders,Chiefs
2016,14,Miami Dolphins,Arizona Cardinals,Dolphins
2016,14,Carolina Panthers,San Diego Chargers,Panthers
2016,14,Detroit Lions,Chicago Bears,Lions
2016,14,Tennessee Titans,Denver Broncos,Titans
2016,14,Indianapolis Colts,Houston Texans,Texans
2016,14,Jacksonville Jaguars,Minnesota Vikings,Vikings
2016,14,Cleveland Browns,Cincinnati Bengals,Bengals
2016,14,Philadelphia Eagles,Washington Redskins,Redskins
2016,14,Buffalo Bills,Pittsburgh Steelers,Steelers
2016,14,San Francisco 49ers,New York Jets,Jets
2016,14,Tampa Bay Buccaneers,New Orleans Saints,Bucaneers
2016,14,Green Bay Packers,Seattle Seahawks,Packers
2016,14,Los Angeles Rams,Atlanta Falcons,Falcons
2016,14,New York Giants,Dallas Cowboys,Giants
2016,14,New England Patriots,Baltimore Ravens,Patriots
2016,15,Seattle Seahawks,Los Angeles Rams,Seahawks
2016,15,New York Jets,Miami Dolphins,Dolphins
2016,15,Buffalo Bills,Cleveland Browns,Bills
2016,15,New York Giants,Detroit Lions,Giants
2016,15,Chicago Bears,Green Bay Packers,Packers
2016,15,Minnesota Vikings,Indianapolis Colts,Colts
2016,15,Cincinnati Bengals,Pittsburgh Steelers,Steelers
2016,15,Baltimore Ravens,Philadelphia Eagles,Ravens
2016,15,Houston Texans,Jacksonville Jaguars,Texans
2016,15,Kansas City Chiefs,Tennessee Titans,Titans
2016,15,Arizona Cardinals,New Orleans Saints,Saints
2016,15,Atlanta Falcons,San Francisco 49ers,Falcons
2016,15,Denver Broncos,New England Patriots,Patriots
2016,15,San Diego Chargers,Oakland Raiders,Raiders
2016,15,Dallas Cowboys,Tampa Bay Buccaneers,Cowboys
2016,15,Washington Redskins,Carolina Panthers,Panthers
2016,16,Philadelphia Eagles,New York Giants,Eagles
2016,16,Carolina Panthers,Atlanta Falcons,Falcons
2016,16,New England Patriots,New York Jets,Patriots
2016,16,Green Bay Packers,Minnesota Vikings,Packers
2016,16,Buffalo Bills,Miami Dolphins,Dolphins
